Name,SecId,Enhanced Index,Index Fund
Victory Integrity Discovery Y,FOUSA00J74,No,No
Victory Integrity Discovery A,FOUSA00JMK,No,No
Victory Integrity Discovery C,FOUSA00KP8,No,No
Victory Integrity Discovery R,FOUSA05BH4,No,No
Hotchkis & Wiley Mid Cap Value Z,F0000110J4,No,No
Hotchkis & Wiley Mid-Cap Value I,FOUSA00J78,No,No
Hotchkis & Wiley Mid-Cap Value A,FOUSA02TIG,No,No
Hotchkis & Wiley Mid-Cap Value C,FOUSA02TIP,No,No
PIMCO Real Return I-3,F000010613,No,No
PIMCO Real Return Instl,FOUSA00G06,No,No
PIMCO Real Return Admin,FOUSA00G6Y,No,No
PIMCO Real Return A,FOUSA00J7A,No,No
PIMCO Real Return C,FOUSA00J7C,No,No
PIMCO Real Return R,FOUSA02VYG,No,No
PIMCO Real Return I2,FOUSA06TQ1,No,No
Nuveen Credit Income C,FOUSA00H8T,No,No
Nuveen Credit Income A,FOUSA00J7I,No,No
Nuveen Credit Income I,FOUSA00JNW,No,No
American Trust Allegiance,FOUSA00J7R,No,No
DFA Emerging Markets Value I,FOUSA00J7X,No,No
DFA Emerging Markets Value R2,FOUSA06K1C,No,No
Dean Small Cap Value,FOUSA00J89,No,No
Virtus Seix High Income R6,F00000TIE4,No,No
Virtus Seix High Income I,FOUSA04AOX,No,No
Virtus Seix High Income A,FOUSA04BQM,No,No
Virtus KAR Global Small-Cap Inst,FOUSA00J8Q,No,No
Virtus KAR Global Small-Cap A,FOUSA02UBJ,No,No
Virtus KAR Global Small-Cap C,FOUSA02UBL,No,No
Virtus KAR Global Small-Cap P,FOUSA06VJQ,No,No
City National Rochdale Corp Bond Svc,FOUSA008KX,No,No
City National Rochdale Corp Bond N,FOUSA02TV7,No,No
Transamerica International Focus A,F00000ZWW7,No,No
Transamerica International Focus I,F00000ZWW9,No,No
Transamerica International Focus R6,F00000ZWWC,No,No
Transamerica International Focus I2,FOUSA05GAF,No,No
Kinetics Medical No Load,FOUSA00J92,No,No
Kinetics Medical Adv A,FOUSA02TD3,No,No
Kinetics Medical Adv C,FOUSA05HTW,No,No
Empiric 2500 A,FOUSA00J94,No,No
Empiric 2500 C,FOUSA05GUQ,No,No
Touchstone Dividend Equity Y,F00000PXRJ,No,No
Touchstone Dividend Equity Institutional,F000016GZS,No,No
Touchstone Dividend Equity R6,F00001761L,No,No
Touchstone Dividend Equity C,FOUSA00G32,No,No
Touchstone Dividend Equity A,FOUSA00IPG,No,No
Russell Inv International Devd Mkts M,F00000Y9NS,No,No
Russell Inv International Devd Mkts Y,FOUSA00KBM,No,No
Russell Inv International Devd Mkts A,FOUSA07XKY,No,No
Russell Inv International Devd Mkts C,FOUSA07XKZ,No,No
Russell Inv International Devd Mkts S,FOUSA07XL1,No,No
DFA Two-Year Government Institutional,FOUSA00IPV,No,No
PIMCO Short Duration Muni Income I-3,F000010LBS,No,No
PIMCO Short Duration Muni Income C-2,F000015MO4,No,No
PIMCO Short-Duration Muni Income Inst,FOUSA00IQ0,No,No
PIMCO Short-Duration Muni Income A,FOUSA02VVC,No,No
PIMCO Short-Duration Muni Income C,FOUSA02VVD,No,No
PIMCO Short-Duration Muni Income I2,FOUSA06TPY,No,No
Fidelity? Stock Selector Mid Cap,F00000OBP6,No,No
Fidelity Advisor? Stock Selec Mid Cp Z,F00000Y87E,No,No
Fidelity Advisor? Stock Selec Mid Cp A,FOUSA00I03,No,No
Fidelity Advisor? Stock Selec Mid Cp C,FOUSA00IAP,No,No
Fidelity Advisor? Stock Selec Mid Cp I,FOUSA00IUS,No,No
Fidelity Advisor? Stock Selec Mid Cp M,FOUSA00KCD,No,No
Morgan Stanley Insight R6,F00000PO5Z,No,No
Morgan Stanley Insight C,F00000VEIR,No,No
Morgan Stanley Insight IR,F000013KXF,No,No
Morgan Stanley Insight L,FOUSA00GVX,No,No
Morgan Stanley Insight I,FOUSA00IFF,No,No
Morgan Stanley Insight A,FOUSA00JP5,No,No
Guinness Atkinson Asia Focus,FOUSA00ISL,No,No
USAA Small Cap Stock,FOUSA00ISX,No,No
USAA Small Cap Stock Institutional,FOUSA06Z18,No,No
Janus Henderson Global Select A,F000002PFZ,No,No
Janus Henderson Global Select C,F000002PG0,No,No
Janus Henderson Global Select I,F000002PG1,No,No
Janus Henderson Global Select R,F000002PG2,No,No
Janus Henderson Global Select S,F000002PG3,No,No
Janus Henderson Global Select D,F000005IK6,No,No
Janus Henderson Global Select N,F00000OBA1,No,No
Janus Henderson Global Select T,FOUSA0083K,No,No
Franklin Multi-Asset Defensive Growth C,F00000GYIA,No,No
Franklin Multi-Asset Defensive Growth C1,FOUSA00HTT,No,No
Franklin Multi-Asset Defensive Growth A,FOUSA00IT0,No,No
Franklin Multi-Asset Defensive Growth I,FOUSA06BQ1,No,No
Franklin Multi-Asset Defensive Growth R,FOUSA06O3X,No,No
Fidelity? Select Medical Tech and Devcs,FOUSA00IT1,No,No
American Century Real Estate R6,F00000Q7IV,No,No
American Century Real Estate Y,F00000YTBZ,No,No
American Century Real Estate R5,F00000YTC0,No,No
American Century Real Estate I,FOUSA00GQZ,No,No
American Century Real Estate Inv,FOUSA00ITX,No,No
American Century Real Estate A,FOUSA00KB2,No,No
American Century Real Estate C,FOUSA06IEB,No,No
American Century Real Estate R,FOUSA06IEC,No,No
Tributary Small Company Instl Plus,F00000ISWX,No,No
Tributary Small Company Instl,FOUSA00IU0,No,No
Oakmark Equity and Income Advisor,F00000XOSF,No,No
Oakmark Equity and Income Institutional,F00000XOSG,No,No
Oakmark Equity and Income R6,F00001684U,No,No
Oakmark Equity And Income Investor,FOUSA00EA6,No,No
TCW Relative Value Mid Cap I,FOUSA00IV3,No,No
TCW Relative Value Mid Cap N,FOUSA00L8D,No,No
Transamerica Asset Alloc Interm Hrzn R,F00000X8N5,No,No
Transamerica Asset Alloc Interm Hrzn R4,FOUSA02TER,No,No
WesMark Balanced,FOUSA00IVB,No,No
SEI Small Cap A (SIIT),FOUSA00IVM,No,No
T. Rowe Price Mid-Cap Value I,F00000VWMW,No,No
T. Rowe Price Mid-Cap Value Z,F000014VHJ,No,No
T. Rowe Price Mid-Cap Value,FOUSA00IVV,No,No
T. Rowe Price Mid-Cap Value Adv,FOUSA02VN0,No,No
T. Rowe Price Mid-Cap Value R,FOUSA02VN1,No,No
Rydex Biotechnology H,FOUSA00IW3,No,No
Rydex Biotechnology Inv,FOUSA00KX2,No,No
Rydex Biotechnology C,FOUSA02V9T,No,No
Rydex Biotechnology A,FOUSA059GE,No,No
American Century Strat Allc: Cnsrv R6,F00000Q7I4,No,No
American Century Strat Allc: Cnsrv R5,F00000YTBS,No,No
American Century Strat Allc: Cnsrv A,FOUSA00IGW,No,No
American Century Strat Allc: Cnsrv Inv,FOUSA00IX1,No,No
American Century Strat Allc: Cnsrv I,FOUSA02SMF,No,No
American Century Strat Allc: Cnsrv C,FOUSA05ANI,No,No
American Century Strat Allc: Cnsrv R,FOUSA05BRB,No,No
Nationwide Geneva Mid Cap Gr Instl Svc,F000002L2Q,No,No
Nationwide Geneva Mid Cap Gr R6,F00000PS0S,No,No
Nationwide Geneva Mid Cap Gr C,FOUSA005FA,No,No
Nationwide Geneva Mid Cap Gr A,FOUSA0088C,No,No
Federated Hermes Intl Leaders IS,F00000H59M,No,No
Federated Hermes Intl Leaders R6,F00000Q077,No,No
Federated Hermes Intl Leaders R,F00000Q0X4,No,No
Federated Hermes International Leaders C,FOUSA00ILH,No,No
Federated Hermes International Leaders A,FOUSA00IXL,No,No
Federated Hermes International Leaders B,FOUSA00JGX,No,No
Hartford Capital Appreciation R6,F00000U60I,No,No
Hartford Capital Appreciation F,F00000YLP1,No,No
Hartford Capital Appreciation C,FOUSA00H3U,No,No
Hartford Capital Appreciation Y,FOUSA00HVL,No,No
Hartford Capital Appreciation A,FOUSA00IXN,No,No
Hartford Capital Appreciation I,FOUSA05HXV,No,No
Hartford Capital Appreciation R3,FOUSA05TWS,No,No
Hartford Capital Appreciation R4,FOUSA05TWT,No,No
Hartford Capital Appreciation R5,FOUSA05TWU,No,No
Bullfinch Greater Western New York,FOUSA00IXU,No,No
MFS Value B,FOUSA00I25,No,No
MFS Value C,FOUSA00I4R,No,No
MFS Value A,FOUSA00IKO,No,No
MFS Value I,FOUSA00J13,No,No
MFS Value R2,FOUSA04BBG,No,No
MFS Value R1,FOUSA05BT7,No,No
MFS Value R3,FOUSA05BT9,No,No
MFS Value R4,FOUSA05BTA,No,No
MFS Value R6,FOUSA05HQN,No,No
Virtus Seix Total Return Bond R6,F00000TIE5,No,No
Virtus Seix Total Return Bond I,FOUSA00IKQ,No,No
Virtus Seix Total Return Bond A,FOUSA02VKY,No,No
Allspring Core Plus Bond Admin,F00000J8K1,No,No
Allspring Core Plus Bond R6,F00000XZIR,No,No
Allspring Core Plus Bond A,FOUSA00IKV,No,No
Allspring Core Plus Bond C,FOUSA00J5B,No,No
Allspring Core Plus Bond Instl,FOUSA06SLG,No,No
BlackRock GNMA Instl,FOUSA00ILE,No,No
BlackRock GNMA Inv A,FOUSA00IQU,No,No
BlackRock GNMA Inv C,FOUSA00JCF,No,No
BlackRock GNMA K,FOUSA04AKQ,No,No
Rydex Basic Materials H,FOUSA00I5Z,No,No
Rydex Basic Materials Inv,FOUSA00ILI,No,No
Rydex Basic Materials C,FOUSA02VDW,No,No
Rydex Basic Materials A,FOUSA059GD,No,No
Delaware Diversified Income R6,F00000X538,No,No
Delaware Diversified Income A,FOUSA00ILP,No,No
Delaware Diversified Income C,FOUSA04ABU,No,No
Delaware Diversified Income Instl,FOUSA04AD5,No,No
Delaware Diversified Income R,FOUSA04AHL,No,No
Fidelity Advisor? Consumer Discret Z,F000010TVZ,No,No
Fidelity Advisor? Consumer Discret I,FOUSA00HX4,No,No
Fidelity Advisor? Consumer Discret M,FOUSA00HYS,No,No
Fidelity Advisor? Consumer Discret A,FOUSA00ILS,No,No
Fidelity Advisor? Consumer Discret C,FOUSA00KD5,No,No
Marsico Growth Institutional,F00001CMDJ,No,No
Marsico Growth,FOUSA00ILU,No,No
State Street Instl Premier Growth Eq Svc,FOUSA00IHF,No,No
State Street Instl Premier Growth Eq Inv,FOUSA00ILZ,No,No
Empower T. Rowe Price Mid Cp Gr Instl,F00000VEIQ,No,No
Empower T. Rowe Price Mid Cp Gr Inv,FOUSA00IM2,No,No
Victory Munder Mid-Cap Core Growth R6,F00000O2T0,No,No
Victory Munder Mid-Cap Core Growth A,FOUSA007X3,No,No
Victory Munder Mid-Cap Core Growth C,FOUSA008SQ,No,No
Victory Munder Mid-Cap Core Growth Y,FOUSA009DU,No,No
Victory Munder Mid-Cap Core Growth R,FOUSA05BJ2,No,No
Russell Inv LifePoints Growth Strat S,FOUSA00GXF,No,No
Russell Inv LifePoints Growth Strat C,FOUSA00HXD,No,No
Russell Inv LifePoints Growth Strat R5,FOUSA00JNT,No,No
Russell Inv LifePoints Growth Strat A,FOUSA04ARO,No,No
Russell Inv LifePoints Growth Strat R1,FOUSA05H5M,No,No
Russell Inv LifePoints Growth Strat R4,FOUSA05H5N,No,No
Russell Inv Lifepoints Moderate Strat S,FOUSA00IVS,No,No
Russell Inv Lifepoints Moderate Strat C,FOUSA00J37,No,No
Russell Inv Lifepoints Moderate Strat R5,FOUSA00JAU,No,No
Russell Inv Lifepoints Moderate Strat A,FOUSA04ARR,No,No
Russell Inv Lifepoints Moderate Strat R1,FOUSA05H5I,No,No
Russell Inv Lifepoints Moderate Strat R4,FOUSA05H5J,No,No
Thornburg International Equity R6,F00000O37M,No,No
Thornburg International Equity A,FOUSA00INQ,No,No
Thornburg International Equity C,FOUSA00J0J,No,No
Thornburg International Equity I,FOUSA02UJS,No,No
Thornburg International Equity R3,FOUSA04B91,No,No
Thornburg International Equity R5,FOUSA05BEG,No,No
Thornburg International Equity R4,FOUSA0604A,No,No
New Covenant Balanced Income,FOUSA007YZ,No,No
T. Rowe Price Global Stock I,F00000YLZZ,No,No
T. Rowe Price Global Stock,FOUSA00IP4,No,No
T. Rowe Price Global Stock Adv,FOUSA05HLV,No,No
Fidelity Advisor? Emerging Asia Z,F000010TXE,No,No
Fidelity Advisor? Emerging Asia A,FOUSA00IPD,No,No
Fidelity Advisor? Emerging Asia C,FOUSA00JAN,No,No
Fidelity Advisor? Emerging Asia M,FOUSA00JU9,No,No
Fidelity Advisor? Emerging Asia I,FOUSA00JWT,No,No
Manning & Napier Pro-Blend Extnd Term R,F00000JNFJ,No,No
Manning & Napier Pro-Blend Extnd Term W,F000011974,No,No
Manning & Napier Pro-Blend Extnd Term S,FOUSA00IJG,No,No
Manning & Napier Pro-Blend Extnd Term L,FOUSA05HCC,No,No
Manning & Napier Pro-Blend Extnd Term I,FOUSA06QPT,No,No
Rydex Technology Inv,FOUSA00IK7,No,No
Rydex Technology H,FOUSA00L41,No,No
Rydex Technology C,FOUSA02VEL,No,No
Rydex Technology A,FOUSA059JI,No,No
Saratoga Energy & Basic Materials A,FOUSA00IH1,No,No
Saratoga Energy & Basic Materials C,FOUSA04AW3,No,No
Saratoga Energy & Basic Materials I,FOUSA04AW4,No,No
Invesco EQV Asia Pacific Equity R6,F00000YRU1,No,No
Invesco EQV Asia Pacific Equity C,FOUSA00HP4,No,No
Invesco EQV Asia Pacific Equity A,FOUSA00IC2,No,No
Invesco EQV Asia Pacific Equity Y,FOUSA07ZUK,No,No
Parametric Tax-Managed Emerg Mkt I,FOUSA00IC9,No,No
Gabelli Dividend Growth AAA,FOUSA00IHQ,No,No
Gabelli Dividend Growth A,FOUSA05BC1,No,No
Gabelli Dividend Growth C,FOUSA05BC4,No,No
Gabelli Dividend Growth I,FOUSA05H7I,No,No
Empower US Government Secs Instl,F00000VEIU,No,No
Empower US Government Secs Inv,FOUSA00IHT,No,No
Transamerica US Growth A,F000003YX6,No,No
Transamerica US Growth C,F000003YXA,No,No
Transamerica US Growth I2,F000003YXC,No,No
Transamerica US Growth I,F000004516,No,No
Transamerica US Growth T,F00000NDHM,No,No
Transamerica US Growth R6,F000016R0L,No,No
Russell Inv LifePoints Balanced Strat S,FOUSA00GTH,No,No
Russell Inv LifePoints Balanced Strat R5,FOUSA00I23,No,No
Russell Inv LifePoints Balanced Strat C,FOUSA00JD9,No,No
Russell Inv LifePoints Balanced Strat A,FOUSA04ARP,No,No
Russell Inv LifePoints Balanced Strat R1,FOUSA05H5K,No,No
Russell Inv LifePoints Balanced Strat R4,FOUSA05H5L,No,No
Timothy Plan Fixed Income I,F00000PPA5,No,No
Timothy Plan Fixed Income A,FOUSA007P5,No,No
Timothy Plan Fixed Income C,FOUSA05H9Z,No,No
Viking Tax-Free for Montana I,F00000X904,No,No
Viking Tax-Free for Montana A,FOUSA007PF,No,No
Rydex Leisure Inv,FOUSA00IEB,No,No
Rydex Leisure H,FOUSA00J58,No,No
Rydex Leisure C,FOUSA02VDX,No,No
Rydex Leisure A,FOUSA059H7,No,No
Wilmington International Institutional,FOUSA00IEH,No,No
Wilmington International A,FOUSA05HD0,No,No
Madison International Stock B,FOUSA00HT5,No,No
Madison International Stock A,FOUSA00IF5,No,No
Madison International Stock Y,FOUSA05IIZ,No,No
JPMorgan Mid Cap Value R5,F00000XF1U,No,No
JPMorgan Mid Cap Value R6,F00000XF1V,No,No
JPMorgan Mid Cap Value R3,F00000XI0B,No,No
JPMorgan Mid Cap Value R4,F00000XI0C,No,No
JPMorgan Mid Cap Value L,FOUSA00ID5,No,No
JPMorgan Mid Cap Value A,FOUSA02SZX,No,No
JPMorgan Mid Cap Value C,FOUSA02T00,No,No
JPMorgan Mid Cap Value I,FOUSA02TYM,No,No
JPMorgan Mid Cap Value R2,FOUSA07XYM,No,No
Fidelity Advisor? Mortgage Securities Z,F000010TXZ,No,No
Fidelity? Mortgage Securities,FOUSA00CHS,No,No
Fidelity Advisor? Mortgage Securities M,FOUSA00I0W,No,No
Fidelity Advisor? Mortgage Securities A,FOUSA00IDE,No,No
Fidelity Advisor? Mortgage Securities I,FOUSA00JZY,No,No
Fidelity Advisor? Mortgage Securities C,FOUSA02TMU,No,No
Matthews Japan Instl,F00000JQ7S,No,No
Matthews Japan Investor,FOUSA00IDM,No,No
Invesco Income Advantage Intl R6,F00000YRVO,No,No
Invesco Income Advantage Intl C,FOUSA00HXK,No,No
Invesco Income Advantage Intl A,FOUSA00ICF,No,No
Invesco Income Advantage Intl R5,FOUSA057NK,No,No
Invesco Income Advantage Intl R,FOUSA05CO2,No,No
Invesco Income Advantage Intl Y,FOUSA07ZZQ,No,No
Old Westbury All Cap Core,FOUSA00IBV,No,No
US Global Investors Emerging Europe,FOUSA00HVJ,No,No
Northern High Yield Fixed Income,FOUSA00HWH,No,No
Credit Suisse Floating Rate Hi Inc A,FOUSA0074D,No,No
Credit Suisse Floating Rate Hi Inc C,FOUSA007XV,No,No
Credit Suisse Floating Rate Hi Inc Instl,FOUSA00PFP,No,No
Goldman Sachs Growth Strategy R6,F00000W4VM,No,No
Goldman Sachs Growth Strategy P,F000010DQX,No,No
Goldman Sachs Growth Strategy A,FOUSA00HJC,No,No
Goldman Sachs Growth Strategy Instl,FOUSA00HK2,No,No
Goldman Sachs Growth Strategy C,FOUSA00HY7,No,No
Goldman Sachs Growth Strategy Svc,FOUSA00K57,No,No
Goldman Sachs Growth Strategy Inv,FOUSA06N09,No,No
Goldman Sachs Growth Strategy R,FOUSA06N0A,No,No
Vanguard Tax-Managed Small Cap Adm,FOUSA00HJD,No,No
Vanguard Tax-Managed Small Cap I,FOUSA00JCQ,No,No
Goldman Sachs Growth & Inc Strat R6,F00000W4VB,No,No
Goldman Sachs Growth & Inc Strat P,F000010DQW,No,No
Goldman Sachs Growth & Inc Strat A,FOUSA00HJI,No,No
Goldman Sachs Growth & Inc Strat Instl,FOUSA00HKA,No,No
Goldman Sachs Growth & Inc Strat C,FOUSA00HYG,No,No
Goldman Sachs Growth & Inc Strat Svc,FOUSA00K5A,No,No
Goldman Sachs Growth & Inc Strat Inv,FOUSA06N07,No,No
Goldman Sachs Growth & Inc Strat R,FOUSA06N08,No,No
Eaton Vance Small-Cap R,F000003YOY,No,No
Eaton Vance Small-Cap A,FOUSA00HJM,No,No
Eaton Vance Small-Cap C,FOUSA02V75,No,No
Eaton Vance Small-Cap I,FOUSA07Y93,No,No
Janus Henderson VIT Research Instl,FOUSA00HK0,No,No
Janus Henderson VIT Research Svc,FOUSA02UMK,No,No
Victory Sophus Emerging Markets Y,F000002MQS,No,No
Victory Sophus Emerging Markets R6,F00000XCUM,No,No
Victory Sophus Emerging Markets A,FOUSA00HK5,No,No
Victory Sophus Emerging Markets C,FOUSA02TA6,No,No
Victory Sophus Emerging Markets R,FOUSA02TA9,No,No
Schwab Health Care,FOUSA00HHN,No,No
Russell Inv Short Duration Bond R6,F00000WM5N,No,No
Russell Inv Short Duration Bond M,F00000Y9OC,No,No
Russell Inv Short Duration Bond C,FOUSA00GCK,No,No
Russell Inv Short Duration Bond S,FOUSA00HHT,No,No
Russell Inv Short Duration Bond A,FOUSA06IZO,No,No
Russell Inv Short Duration Bond Y,FOUSA07XXU,No,No
Jacob Discovery Fd Instl,FOUSA00HI1,No,No
Jacob Discovery Fd Inv,FOUSA02TCU,No,No
Schwab Select Large Cap Growth,FOUSA00HI4,No,No
Berkshire Focus,FOUSA00HI9,No,No
Hennessy Balanced Investor,FOUSA00HIN,No,No
Boston Partners Long/Short Equity Inv,FOUSA00HIP,No,No
Boston Partners Long/Short Equity Instl,FOUSA00JUM,No,No
Allspring Core Bond R,F00000H630,No,No
Allspring Core Bond R4,F00000OSPJ,No,No
Allspring Core Bond R6,F00000OSPK,No,No
Allspring Core Bond Admin,FOUSA00HHH,No,No
Allspring Core Bond A,FOUSA02U1P,No,No
Allspring Core Bond C,FOUSA02U1R,No,No
Allspring Core Bond Inst,FOUSA02U1S,No,No
Columbia Emerging Markets R,F00000JTLY,No,No
Columbia Emerging Markets Inst2,F00000P0NT,No,No
Columbia Emerging Markets Inst3,F00000P0NU,No,No
Columbia Emerging Markets Adv,F00000PLM5,No,No
Columbia Emerging Markets Inst,FOUSA00HHI,No,No
Columbia Emerging Markets A,FOUSA06LNO,No,No
Columbia Emerging Markets C,FOUSA06LNP,No,No
Fidelity Advisor? Diversified Intl Z,F00000Q8WO,No,No
Fidelity Advisor? Diversified Intl I,FOUSA00I6K,No,No
Fidelity Advisor? Diversified Intl C,FOUSA00IBC,No,No
Fidelity Advisor? Diversified Intl A,FOUSA00JO1,No,No
Fidelity Advisor? Diversified Intl M,FOUSA00JYN,No,No
Manning & Napier Pro-Blend Mod Term R,F00000JNFL,No,No
Manning & Napier Pro-Blend Mod Trm W,F000011970,No,No
Manning & Napier Pro-Blend Mod Term S,FOUSA00I6M,No,No
Manning & Napier Pro-Blend Mod Term L,FOUSA05HC8,No,No
Manning & Napier Pro-Blend Mod Term I,FOUSA06QPU,No,No
Manning & Napier Pro-Blend Cnsrv Term R,F00000JNFI,No,No
Manning & Napier Pro-Blend Cnsrv Trm W,F00001196R,No,No
Manning & Napier Pro-Blend Cnsrv Term S,FOUSA00I6T,No,No
Manning & Napier Pro-Blend Cnsrv Term L,FOUSA05HC4,No,No
Manning & Napier Pro-Blend Cnsrv Term I,FOUSA06QPS,No,No
Manning & Napier Pro-Blend Max Term R,F00000JNFK,No,No
Manning & Napier Pro-Blend Max Term W,F000011975,No,No
Manning & Napier Pro-Blend Max Term S,FOUSA00I6W,No,No
Manning & Napier Pro-Blend Max Term L,FOUSA05HCG,No,No
Manning & Napier Pro-Blend Max Term I,FOUSA06QPR,No,No
MainStay WMC Enduring Capital R3,F00000WOUX,No,No
MainStay WMC Enduring Capital R6,F00000YC2U,No,No
MainStay WMC Enduring Capital C,FOUSA00GB2,No,No
MainStay WMC Enduring Capital B,FOUSA00HR1,No,No
MainStay WMC Enduring Capital A,FOUSA00I77,No,No
MainStay WMC Enduring Capital I,FOUSA05BA6,No,No
MainStay WMC Enduring Capital Inv,FOUSA06OKI,No,No
Lord Abbett Small Cap Value R4,F00000VKA8,No,No
Lord Abbett Small Cap Value R5,F00000VKA9,No,No
Lord Abbett Small Cap Value R6,F00000VKAA,No,No
Lord Abbett Small Cap Value F3,F00000YREB,No,No
Lord Abbett Small Cap Value I,FOUSA00GGL,No,No
Lord Abbett Small Cap Value A,FOUSA00I7B,No,No
Lord Abbett Small Cap Value C,FOUSA00JIW,No,No
Lord Abbett Small Cap Value P,FOUSA02UT5,No,No
Lord Abbett Small Cap Value F,FOUSA06L4L,No,No
Lord Abbett Small Cap Value R2,FOUSA06L4M,No,No
Lord Abbett Small Cap Value R3,FOUSA06L4N,No,No
American Century High-Yield Muni I,F00000GUMH,No,No
American Century High-Yield Muni Y,F00000YTDO,No,No
American Century High-Yield Muni Inv,FOUSA00I7I,No,No
American Century High-Yield Muni A,FOUSA02W4K,No,No
American Century High-Yield Muni C,FOUSA02W66,No,No
Goldman Sachs Strategic Growth R6,F00000VYY4,No,No
Goldman Sachs Strategic Growth P,F000010DR3,No,No
Goldman Sachs Strategic Growth Svc,FOUSA00GTM,No,No
Goldman Sachs Strategic Growth A,FOUSA00I7L,No,No
Goldman Sachs Strategic Growth Instl,FOUSA00K6Y,No,No
Goldman Sachs Strategic Growth C,FOUSA00KJ5,No,No
Goldman Sachs Strategic Growth R,FOUSA08ODR,No,No
Goldman Sachs Strategic Growth Inv,FOUSA08ODS,No,No
Fidelity Advisor? Glbl Capital Apprec C,FOUSA00GU1,No,No
Fidelity Advisor? Glbl Capital Apprec A,FOUSA00I7M,No,No
Fidelity Advisor? Glbl Capital Apprec M,FOUSA00JWF,No,No
Fidelity Advisor? Glbl Capital Apprec I,FOUSA00K5T,No,No
MFS Research International I,FOUSA00G10,No,No
MFS Research International A,FOUSA00I7Q,No,No
MFS Research International B,FOUSA00I7T,No,No
MFS Research International C,FOUSA00KQU,No,No
MFS Research International R2,FOUSA04BBA,No,No
MFS Research International R1,FOUSA05BQQ,No,No
MFS Research International R3,FOUSA05BQS,No,No
MFS Research International R4,FOUSA05BQT,No,No
MFS Research International R6,FOUSA05INB,No,No
Rydex Energy Services Inv,FOUSA00I83,No,No
Rydex Energy Services H,FOUSA00JWA,No,No
Rydex Energy Services C,FOUSA02VE6,No,No
Rydex Energy Services A,FOUSA059GI,No,No
SEI Tax-Managed Large Cap Y (SIMT),F00000U3WE,No,No
SEI Tax-Managed Large Cap F (SIMT),FOUSA00I8F,No,No
ICON Health and Information Tech Inv,F00000JTN2,No,No
ICON Health and Information Tech Instl,FOUSA00I8J,No,No
DWS Health and Wellness S,FOUSA00I8U,No,No
DWS Health and Wellness C,FOUSA00P3F,No,No
DWS Health and Wellness Inst,FOUSA00P43,No,No
DWS Health and Wellness A,FOUSA00P49,No,No
Hennessy Focus Investor,FOUSA00I8X,No,No
Hennessy Focus Institutional,FOUSA06UFX,No,No
Hartford MidCap R3,F000002OUY,No,No
Hartford MidCap R5,F000002OV3,No,No
Hartford MidCap R4,F000002OV8,No,No
Hartford MidCap R6,F00000U60G,No,No
Hartford MidCap F,F00000YLPK,No,No
Hartford MidCap C,FOUSA00G4L,No,No
Hartford MidCap A,FOUSA00I9D,No,No
Hartford MidCap Y,FOUSA00ILV,No,No
Hartford MidCap I,FOUSA08NNV,No,No
GMO International Equity I,F000013KGF,No,No
GMO International Equity II,FOUSA00HA0,No,No
GMO International Equity IV,FOUSA00HGW,No,No
GMO International Equity III,FOUSA00I9G,No,No
Fidelity? Select IT Services,FOUSA00I9H,No,No
Northern Small Cap Core K,F000014VX8,No,No
Northern Small Cap Core I,FOUSA00I9I,No,No
Metropolitan West Low Duration Bd I,FOUSA00G7A,No,No
Metropolitan West Low Duration Bd M,FOUSA00IB4,No,No
Metropolitan West Low Duration Bd Admin,FOUSA06P0K,No,No
Delaware Ivy High Income Fund Class R,F00000OYL2,No,No
Delaware Ivy High Income Fund Class R6,F00000U1EU,No,No
Delaware Ivy High Income Fund Class A,FOUSA00HIR,No,No
Delaware Ivy High Income Fund Class C,FOUSA00IBE,No,No
Delaware Ivy High Income Fund Class Y,FOUSA00IDT,No,No
Delaware Ivy High Income Fund Class I,FOUSA06BJH,No,No
State Street Instl US Equity Svc,FOUSA00HZQ,No,No
State Street Instl US Equity Inv,FOUSA00IBF,No,No
Principal High Yield R-6,F00000XRYD,No,No
Principal High Yield Inst,FOUSA00HVG,No,No
Principal High Yield A,FOUSA00I1X,No,No
Principal High Yield C,FOUSA02W3P,No,No
Invesco Small Cap Equity R6,F00000OTVW,No,No
Invesco Small Cap Equity C,FOUSA0079F,No,No
Invesco Small Cap Equity A,FOUSA007A2,No,No
Invesco Small Cap Equity R,FOUSA02V7S,No,No
Invesco Small Cap Equity R5,FOUSA05BVG,No,No
Invesco Small Cap Equity Y,FOUSA07ZXD,No,No
Virtus Silvant Small-Cap Growth Stk I,FOUSA00GX2,No,No
Virtus Silvant Small-Cap Growth Stk A,FOUSA00K14,No,No
Metropolitan West Total Return Bd Plan,F00000MN7G,No,No
Metropolitan West Total Return Bd I-2,F000014N4M,No,No
Metropolitan West Total Return Bd I,FOUSA00H9T,No,No
Metropolitan West Total Return Bd M,FOUSA00I2N,No,No
Metropolitan West Total Return Bd Admin,FOUSA06P0L,No,No
Fidelity? Small Cap Stock,FOUSA00I2U,No,No
Fidelity? Growth Discovery,FOUSA00I3K,No,No
Fidelity? Growth Discovery K,FOUSA06TX9,No,No
JPMorgan New York Tax Free Bond R6,F000010V1Z,No,No
JPMorgan New York Tax Free Bond A,FOUSA02SLG,No,No
JPMorgan New York Tax Free Bond I,FOUSA02TMY,No,No
JPMorgan New York Tax Free Bond C,FOUSA02W3C,No,No
Empower Conservative Profile L,F00000JWRX,No,No
Empower Conservative Profile Instl,F00000VEI5,No,No
