Name,SecId,Enhanced Index,Index Fund
Goldman Sachs Small Cap Gr Insghts P,F000010DS0,No,No
Goldman Sachs Small Cap Gr Insghts A,FOUSA05LKZ,No,No
Goldman Sachs Small Cap Gr Insghts C,FOUSA05LL1,No,No
Goldman Sachs Small Cap Gr Insghts Instl,FOUSA05LL2,No,No
Goldman Sachs Small Cap Gr Insghts Inv,FOUSA06N1K,No,No
Goldman Sachs Small Cap Gr Insghts R,FOUSA06N1L,No,No
abrdn Emerging Markets Instl Svc,F0000040K2,No,No
abrdn Emerging Markets A,F00000OA7J,No,No
abrdn Emerging Markets C,F00000OA7K,No,No
abrdn Emerging Markets R,F00000OA7L,No,No
abrdn Emerging Markets Instl,FOUSA05LLM,No,No
Invesco Global Real Estate Income R6,F00000OU00,No,No
Invesco Global Real Estate Income A,FOUSA05MHP,No,No
Invesco Global Real Estate Income C,FOUSA05MHR,No,No
Invesco Global Real Estate Income R5,FOUSA05MHS,No,No
Invesco Global Real Estate Income Y,FOUSA07ZW0,No,No
BlackRock Managed Income Investor C,F00000XKLW,No,No
BlackRock Managed Income Investor A,FOUSA05TUU,No,No
BlackRock Managed Income Institutional,FOUSA05TUV,No,No
BlackRock Managed Income K,FOUSA05TUX,No,No
Olstein Strategic Opportunities Adviser,F00000VEK6,No,No
Olstein Strategic Opportunities A,FOUSA05TUY,No,No
Olstein Strategic Opportunities C,FOUSA05TUZ,No,No
BNY Mellon Global Real Estate Scs - Y,F00000Q3F3,No,No
BNY Mellon Global Real Estate Scs - A,FOUSA05TVH,No,No
BNY Mellon Global Real Estate Scs - I,FOUSA05TVI,No,No
BNY Mellon Global Real Estate Scs - C,FOUSA06OVI,No,No
Weitz Nebraska Tax-Free Income,FOUSA05TVP,No,No
RiverNorth Core Opportunity I,F00000TNTW,No,No
RiverNorth Core Opportunity R,FOUSA05U46,No,No
AB Corporate Income,FOUSA05U6L,No,No
Nuveen Dividend Growth R6,F00000PHXF,No,No
Nuveen Dividend Growth A,FOUSA05U6Q,No,No
Nuveen Dividend Growth C,FOUSA05U6S,No,No
Nuveen Dividend Growth I,FOUSA05U6T,No,No
CIBC Atlas All Cap Growth Institutional,FOUSA05U73,No,No
Matthews Asia Dividend Instl,F00000JQ7W,No,No
Matthews Asia Dividend Investor,FOUSA05UG0,No,No
Russell Inv Global Equity M,F00000Y9OH,No,No
Russell Inv Global Equity A,FOUSA05XNV,No,No
Russell Inv Global Equity C,FOUSA05XNW,No,No
Russell Inv Global Equity S,FOUSA05XNY,No,No
Russell Inv Global Equity Y,FOUSA07XQX,No,No
Monetta Young Investor Growth,FOUSA05XP0,No,No
Causeway Emerging Markets Investor,FOUSA05XPD,No,No
Causeway Emerging Markets Instl,FOUSA05XPE,No,No
Domini Impact International Equity Instl,F00000P7Q9,No,No
Domini Impact International Equity Y,F000010AAX,No,No
Domini Impact International Equity Inv,FOUSA05XUR,No,No
Domini Impact International Equity A,FOUSA08N2E,No,No
PIMCO StocksPLUS? Intl (Unhedged) I-3,F00001061B,Yes,No
PIMCO StocksPLUS? Intl (Unhedged) A,FOUSA05XUG,Yes,No
PIMCO StocksPLUS? Intl (Unhedged) C,FOUSA05XUH,Yes,No
PIMCO StocksPLUS? Intl (Unhedged) Inst,FOUSA05XUK,Yes,No
PIMCO StocksPLUS? Intl (Unhedged) I2,FOUSA06TQP,Yes,No
Strategic Advisers? International,FOUSA05XV9,No,No
Thornburg International Growth R6,F00000P7R4,No,No
Thornburg International Growth A,FOUSA06045,No,No
Thornburg International Growth C,FOUSA06046,No,No
Thornburg International Growth I,FOUSA06047,No,No
Thornburg International Growth R3,FOUSA06OZE,No,No
Thornburg International Growth R4,FOUSA06OZF,No,No
Thornburg International Growth R5,FOUSA06OZG,No,No
SEI Real Return A (SIIT),FOUSA0604Q,No,No
SEI US Managed Volatility A (SIIT),FOUSA0604R,No,No
SEI Opportunistic Income A (SIIT),FOUSA0604S,No,No
Nuveen Preferred Secs & Inc R6,F00000X669,No,No
Nuveen Preferred Secs & Inc A,FOUSA0607N,No,No
Nuveen Preferred Secs & Inc C,FOUSA0607P,No,No
Nuveen Preferred Secs & Inc I,FOUSA0607Q,No,No
SA US Fixed Income Select,F00000YDE4,No,No
SA US Fixed Income Investor,FOUSA0609Y,No,No
SA Emerging Markets Value Select,F00000YDDB,No,No
SA Emerging Markets Value Investor,FOUSA0609Z,No,No
SA Real Estate Securities Select,F00000YDE3,No,No
SA Real Estate Securities Investor,FOUSA060A0,No,No
BlackRock 20/80 Target Allocation K,F00000WLG2,No,No
BlackRock 20/80 Target Allocation Inv A,FOUSA060A6,No,No
BlackRock 20/80 Target Allocation R,FOUSA060A7,No,No
BlackRock 20/80 Target Allocation Instl,FOUSA060A8,No,No
BlackRock 20/80 Target Allocation Inv C,FOUSA060AK,No,No
BlackRock 40/60 Target Allocation K,F00000WLG1,No,No
BlackRock 40/60 Target Allocation Inv A,FOUSA060A9,No,No
BlackRock 40/60 Target Allocation R,FOUSA060AA,No,No
BlackRock 40/60 Target Allocation Instl,FOUSA060AB,No,No
BlackRock 40/60 Target Allocation Inv C,FOUSA060AM,No,No
BlackRock 60/40 Target Allocation K,F00000WLG3,No,No
BlackRock 60/40 Target Allocation Inv A,FOUSA060AC,No,No
BlackRock 60/40 Target Allocation R,FOUSA060AD,No,No
BlackRock 60/40 Target Allocation Instl,FOUSA060AE,No,No
BlackRock 60/40 Target Allocation Inv C,FOUSA060AL,No,No
BlackRock 80/20 Target Allocation K,F00000WLG0,No,No
BlackRock 80/20 Target Allocation A,FOUSA060AF,No,No
BlackRock 80/20 Target Allocation R,FOUSA060AG,No,No
BlackRock 80/20 Target Allocation Instl,FOUSA060AH,No,No
BlackRock 80/20 Target Allocation C,FOUSA060AN,No,No
PIMCO Emerging Mkts Lcl Ccy and Bd I-3,F00001061C,No,No
PIMCO Emerging Mkts Lcl Ccy and Bd Instl,FOUSA060B4,No,No
PIMCO Emerging Mkts Lcl Ccy and Bd A,FOUSA06ISF,No,No
PIMCO Emerging Mkts Lcl Ccy and Bd C,FOUSA06ISG,No,No
PIMCO Emerging Mkts Lcl Ccy and Bd I2,FOUSA06TQD,No,No
Nuveen Large Cap Value A,FOUSA0687E,No,No
Nuveen Large Cap Value C,FOUSA0687G,No,No
Nuveen Large Cap Value I,FOUSA0687H,No,No
BNY Mellon Global Stock - Y,F00000Q2W3,No,No
BNY Mellon Global Stock - A,FOUSA0687Y,No,No
BNY Mellon Global Stock - C,FOUSA0687Z,No,No
BNY Mellon Global Stock - I,FOUSA06880,No,No
BNY Mellon International Stock Fund Y,F00000Q2W4,No,No
BNY Mellon International Stock Fund A,FOUSA06882,No,No
BNY Mellon International Stock Fund C,FOUSA06883,No,No
BNY Mellon International Stock Fund I,FOUSA06884,No,No
T. Rowe Price Retirement 2050,FOUSA068A0,No,No
T. Rowe Price Retirement 2050 Advisor,FOUSA068A2,No,No
T. Rowe Price Retirement 2050 R,FOUSA068A3,No,No
T. Rowe Price Retirement 2055,FOUSA068A1,No,No
T. Rowe Price Retirement 2055 Advisor,FOUSA06BXL,No,No
T. Rowe Price Retirement 2055 R,FOUSA06BXM,No,No
SEI Real Return Y (SIMT),F00000U3WJ,No,No
SEI Real Return F (SIMT),FOUSA068A4,No,No
JHancock Small Cap Value A,F00000QKSH,No,No
JHancock Small Cap Value I,F00000QKSI,No,No
JHancock Small Cap Value R6,F00000QKSJ,No,No
JHancock Small Cap Value NAV,FOUSA068XK,No,No
JHancock Strategic Income Opps A,F000005MSS,No,No
JHancock Strategic Income Opps C,F000005MST,No,No
JHancock Strategic Income Opps I,F000005MSU,No,No
JHancock Strategic Income Opps R6,F00000MTCF,No,No
JHancock Strategic Income Opps R2,F00000NUET,No,No
JHancock Strategic Income Opps NAV,FOUSA068Y9,No,No
JHFunds2 Science & Technology NAV,FOUSA068YH,No,No
Western Asset SMASh Series C,FOUSA068BW,No,No
Western Asset SMASh Series Cor Pl Cmpltn,FOUSA068BX,No,No
Western Asset SMASh Series M,FOUSA068BV,No,No
Davis International Y,F00000451Y,No,No
Davis International A,FOUSA069O9,No,No
Davis International C,FOUSA069OB,No,No
American Funds 2010 Trgt Date Retire R6,F000002POB,No,No
American Funds 2010 Trgt Date Retire C,F00000QKUJ,No,No
American Funds 2010 Trgt Date Retire F1,F00000QKUK,No,No
American Funds 2010 Trgt Date Retire F2,F00000QKUL,No,No
American Funds 2010 Trgt Date Retire R2E,F00000U4AS,No,No
American Funds 2010 Trgt Date Retire R5E,F00000WHLI,No,No
American Funds 2010 Trgt Date Retire F3,F00000YDCT,No,No
American Funds 2010 Trgt Date Retire A,FOUSA069T2,No,No
American Funds 2010 Trgt Date Retire R1,FOUSA069T3,No,No
American Funds 2010 Trgt Date Retire R2,FOUSA069T4,No,No
American Funds 2010 Trgt Date Retire R3,FOUSA069T5,No,No
American Funds 2010 Trgt Date Retire R4,FOUSA069T6,No,No
American Funds 2010 Trgt Date Retire R5,FOUSA069T7,No,No
American Funds 2015 Trgt Date Retire R6,F000002Q7R,No,No
American Funds 2015 Trgt Date Retire C,F00000QKUN,No,No
American Funds 2015 Trgt Date Retire F1,F00000QKUO,No,No
American Funds 2015 Trgt Date Retire F2,F00000QKUP,No,No
American Funds 2015 Trgt Date Retire R2E,F00000U4AT,No,No
American Funds 2015 Trgt Date Retire R5E,F00000WHLJ,No,No
American Funds 2015 Trgt Date Retire F3,F00000YDCU,No,No
American Funds 2015 Trgt Date Retire A,FOUSA069T8,No,No
American Funds 2015 Trgt Date Retire R1,FOUSA069T9,No,No
American Funds 2015 Trgt Date Retire R2,FOUSA069TA,No,No
American Funds 2015 Trgt Date Retire R3,FOUSA069TB,No,No
American Funds 2015 Trgt Date Retire R4,FOUSA069TC,No,No
American Funds 2015 Trgt Date Retire R5,FOUSA069TD,No,No
American Funds 2020 Trgt Date Retire R6,F000002QON,No,No
American Funds 2020 Trgt Date Retire C,F00000QKUQ,No,No
American Funds 2020 Trgt Date Retire F1,F00000QKUR,No,No
American Funds 2020 Trgt Date Retire F2,F00000QKUS,No,No
American Funds 2020 Trgt Date Retire R2E,F00000U4AU,No,No
American Funds 2020 Trgt Date Retire R5E,F00000WHLK,No,No
American Funds 2020 Trgt Date Retire F3,F00000YDCV,No,No
American Funds 2020 Trgt Date Retire A,FOUSA069TE,No,No
American Funds 2020 Trgt Date Retire R1,FOUSA069TF,No,No
American Funds 2020 Trgt Date Retire R2,FOUSA069TG,No,No
American Funds 2020 Trgt Date Retire R3,FOUSA069TH,No,No
American Funds 2020 Trgt Date Retire R4,FOUSA069TI,No,No
American Funds 2020 Trgt Date Retire R5,FOUSA069TJ,No,No
American Funds 2025 Trgt Date Retire R6,F000002Q7T,No,No
American Funds 2025 Trgt Date Retire C,F00000QKUV,No,No
American Funds 2025 Trgt Date Retire F1,F00000QKUW,No,No
American Funds 2025 Trgt Date Retire F2,F00000QKUX,No,No
American Funds 2025 Trgt Date Retire R2E,F00000U4AV,No,No
American Funds 2025 Trgt Date Retire R5E,F00000WHLL,No,No
American Funds 2025 Trgt Date Retire F3,F00000YDCW,No,No
American Funds 2025 Trgt Date Retire A,FOUSA069TK,No,No
American Funds 2025 Trgt Date Retire R1,FOUSA069TL,No,No
American Funds 2025 Trgt Date Retire R2,FOUSA069TM,No,No
American Funds 2025 Trgt Date Retire R3,FOUSA069TN,No,No
American Funds 2025 Trgt Date Retire R4,FOUSA069TO,No,No
American Funds 2025 Trgt Date Retire R5,FOUSA069TP,No,No
American Funds 2030 Trgt Date Retire R6,F000002Q7X,No,No
American Funds 2030 Trgt Date Retire C,F00000QKUZ,No,No
American Funds 2030 Trgt Date Retire F1,F00000QKV0,No,No
American Funds 2030 Trgt Date Retire F2,F00000QKV1,No,No
American Funds 2030 Trgt Date Retire R2E,F00000U4AW,No,No
American Funds 2030 Trgt Date Retire R5E,F00000WHLM,No,No
American Funds 2030 Trgt Date Retire F3,F00000YDCX,No,No
American Funds 2030 Trgt Date Retire A,FOUSA069TQ,No,No
American Funds 2030 Trgt Date Retire R1,FOUSA069TR,No,No
American Funds 2030 Trgt Date Retire R2,FOUSA069TS,No,No
American Funds 2030 Trgt Date Retire R3,FOUSA069TT,No,No
American Funds 2030 Trgt Date Retire R4,FOUSA069TU,No,No
American Funds 2030 Trgt Date Retire R5,FOUSA069TV,No,No
American Funds 2035 Trgt Date Retire R6,F000002Q7U,No,No
American Funds 2035 Trgt Date Retire C,F00000QKV3,No,No
American Funds 2035 Trgt Date Retire F1,F00000QKV4,No,No
American Funds 2035 Trgt Date Retire F2,F00000QKV5,No,No
American Funds 2035 Trgt Date Retire R2E,F00000U4AX,No,No
American Funds 2035 Trgt Date Retire R5E,F00000WHLN,No,No
American Funds 2035 Trgt Date Retire F3,F00000YDCY,No,No
American Funds 2035 Trgt Date Retire A,FOUSA069TW,No,No
American Funds 2035 Trgt Date Retire R1,FOUSA069TX,No,No
American Funds 2035 Trgt Date Retire R2,FOUSA069TY,No,No
American Funds 2035 Trgt Date Retire R3,FOUSA069TZ,No,No
American Funds 2035 Trgt Date Retire R4,FOUSA069U0,No,No
American Funds 2035 Trgt Date Retire R5,FOUSA069U1,No,No
American Funds 2040 Trgt Date Retire R6,F000002Q7Y,No,No
American Funds 2040 Trgt Date Retire C,F00000QKV7,No,No
American Funds 2040 Trgt Date Retire F1,F00000QKV8,No,No
American Funds 2040 Trgt Date Retire F2,F00000QKV9,No,No
American Funds 2040 Trgt Date Retire R2E,F00000U4AY,No,No
American Funds 2040 Trgt Date Retire R5E,F00000WHLO,No,No
American Funds 2040 Trgt Date Retire F3,F00000YDCZ,No,No
American Funds 2040 Trgt Date Retire A,FOUSA069U2,No,No
American Funds 2040 Trgt Date Retire R1,FOUSA069U3,No,No
American Funds 2040 Trgt Date Retire R2,FOUSA069U4,No,No
American Funds 2040 Trgt Date Retire R3,FOUSA069U5,No,No
American Funds 2040 Trgt Date Retire R4,FOUSA069U6,No,No
American Funds 2040 Trgt Date Retire R5,FOUSA069U7,No,No
American Funds 2045 Trgt Date Retire R6,F000002Q7V,No,No
American Funds 2045 Trgt Date Retire C,F00000QKVB,No,No
American Funds 2045 Trgt Date Retire F1,F00000QKVC,No,No
American Funds 2045 Trgt Date Retire F2,F00000QKVD,No,No
American Funds 2045 Trgt Date Retire R2E,F00000U4AZ,No,No
American Funds 2045 Trgt Date Retire R5E,F00000WHLP,No,No
American Funds 2045 Trgt Date Retire F3,F00000YDD0,No,No
American Funds 2045 Trgt Date Retire A,FOUSA069U8,No,No
American Funds 2045 Trgt Date Retire R1,FOUSA069U9,No,No
American Funds 2045 Trgt Date Retire R2,FOUSA069UA,No,No
American Funds 2045 Trgt Date Retire R3,FOUSA069UB,No,No
American Funds 2045 Trgt Date Retire R4,FOUSA069UC,No,No
American Funds 2045 Trgt Date Retire R5,FOUSA069UD,No,No
American Funds 2050 Trgt Date Retire R6,F000002Q7W,No,No
American Funds 2050 Trgt Date Retire C,F00000QKVF,No,No
American Funds 2050 Trgt Date Retire F1,F00000QKVG,No,No
American Funds 2050 Trgt Date Retire F2,F00000QKVH,No,No
American Funds 2050 Trgt Date Retire R2E,F00000U4B0,No,No
American Funds 2050 Trgt Date Retire R5E,F00000WHLQ,No,No
American Funds 2050 Trgt Date Retire F3,F00000YDD1,No,No
American Funds 2050 Trgt Date Retire A,FOUSA069UE,No,No
American Funds 2050 Trgt Date Retire R1,FOUSA069UF,No,No
American Funds 2050 Trgt Date Retire R2,FOUSA069UG,No,No
American Funds 2050 Trgt Date Retire R3,FOUSA069UH,No,No
American Funds 2050 Trgt Date Retire R4,FOUSA069UI,No,No
American Funds 2050 Trgt Date Retire R5,FOUSA069UJ,No,No
Nuveen Small/Mid Cap Value R6,F00000X662,No,No
Nuveen Small/Mid-Cap Value A,FOUSA069W4,No,No
Nuveen Small/Mid-Cap Value C,FOUSA069W6,No,No
Nuveen Small/Mid-Cap Value I,FOUSA069W7,No,No
PIMCO Income I-3,F00001061D,No,No
PIMCO Income A,FOUSA069X5,No,No
PIMCO Income C,FOUSA069X7,No,No
PIMCO Income Instl,FOUSA069X9,No,No
PIMCO Income Adm,FOUSA069XA,No,No
PIMCO Income R,FOUSA069XB,No,No
PIMCO Income I2,FOUSA06TQA,No,No
Dana Epiphany ESG Equity Inst,FOUSA06IID,No,No
Delaware Ivy Managed Intl Opps R,F00000OYAW,No,No
Delaware Ivy Managed Intl Opps R6,F00000Z6O9,No,No
Delaware Ivy Managed Intl Opps A,FOUSA06A1H,No,No
Delaware Ivy Managed Intl Opps C,FOUSA06A1J,No,No
Delaware Ivy Managed Intl Opps I,FOUSA06A1L,No,No
Delaware Ivy Managed Intl Opps Y,FOUSA06A1M,No,No
AMG River Road Small-Mid Cap Value Z,F00000ZCKS,No,No
AMG River Road Small-Mid Cap Value N,FOUSA06A1N,No,No
AMG River Road Small-Mid Cap Value I,FOUSA06GJZ,No,No
DFA CA Short-Term Municipal Bond I,FOUSA06A1O,No,No
American Funds ST Bd Fd of Amer R6,F000002RCD,No,No
American Funds ST Bd Fd of Amer R2E,F00000U4BU,No,No
American Funds ST Bd Fd of Amer R5E,F00000WHLH,No,No
American Funds ST Bd Fd of Amer F3,F00000YDEQ,No,No
American Funds ST Bd Fd of Amer 529-F-2,F000015YNO,No,No
American Funds ST Bd Fd of Amer 529-F-3,F000015YNP,No,No
American Funds ST Bd Fd of Amer A,FOUSA06A7X,No,No
American Funds ST Bd Fd of Amer C,FOUSA06A9D,No,No
American Funds ST Bd Fd of Amer F1,FOUSA06A9E,No,No
American Funds ST Bd Fd of Amer R1,FOUSA06A9F,No,No
American Funds ST Bd Fd of Amer R2,FOUSA06A9G,No,No
American Funds ST Bd Fd of Amer R3,FOUSA06A9H,No,No
American Funds ST Bd Fd of Amer R5,FOUSA06A9I,No,No
American Funds ST Bd Fd of Amer 529A,FOUSA06AG7,No,No
American Funds ST Bd Fd of Amer 529C,FOUSA06AG9,No,No
American Funds ST Bd Fd of Amer 529E,FOUSA06AGA,No,No
American Funds ST Bd Fd of Amer 529F1,FOUSA06AGB,No,No
American Funds ST Bd Fd of Amer R4,FOUSA06AGC,No,No
American Funds ST Bd Fd of Amer F2,FOUSA06XVB,No,No
T. Rowe Price Overseas Stock Advisor,F00000VWQI,No,No
T. Rowe Price Overseas Stock I,F00000VWQJ,No,No
T. Rowe Price Overseas Stock Z,F000014VOM,No,No
T. Rowe Price Overseas Stock,FOUSA06A99,No,No
Sextant Core,FOUSA06A9A,No,No
TCW Conservative Allocation I,FOUSA06AG1,No,No
TCW Conservative Allocation N,FOUSA06AG2,No,No
Allspring Emerging Growth R6,F000010V8U,No,No
Allspring Emerging Growth Admin,FOUSA06AL8,No,No
Allspring Emerging Growth A,FOUSA06QYK,No,No
Allspring Emerging Growth C,FOUSA06QYN,No,No
Allspring Emerging Growth Inst,FOUSA06QYQ,No,No
Oberweis International Opportunities,FOUSA06AQH,No,No
NorthQuest Capital,FOUSA05IVG,No,No
SEI World Equity Ex-US A (SIIT),FOUSA05IVX,No,No
Voya Growth and Income Port S,FOUSA05IWU,No,No
Voya Growth and Income Port I,FOUSA0604D,No,No
Voya Growth and Income Port A,FOUSA06BLE,No,No
Voya Growth and Income Port S2,FOUSA07ZOY,No,No
Voya Small Company Port R6,F00000WC14,No,No
Voya Small Company Port S,FOUSA05IWX,No,No
Voya Small Company Port I,FOUSA06BMP,No,No
Voya Small Company Port A,FOUSA08NZL,No,No
Voya Strategic Allocation Cnsrv Port S,FOUSA05IWY,No,No
Voya Strategic Allocation Cnsrv Port I,FOUSA06BM5,No,No
Voya Strategic Allocation Growth Port S,FOUSA05IWZ,No,No
Voya Strategic Allocation Growth Port I,FOUSA06BMB,No,No
Voya Strategic Allocation Mod Port S,FOUSA05IX0,No,No
Voya Strategic Allocation Mod Port I,FOUSA06BME,No,No
Voya Balanced Port S,FOUSA05IX2,No,No
Voya Balanced Port I,FOUSA06074,No,No
Voya MidCap Opportunities Port R6,F00000WC12,No,No
Voya MidCap Opportunities Port S,FOUSA05IX6,No,No
Voya MidCap Opportunities Port A,FOUSA06BMM,No,No
Voya MidCap Opportunities Port I,FOUSA06BMN,No,No
Voya MidCap Opportunities Port S2,FOUSA08PS5,No,No
Voya SmallCap Opportunities Port R6,F00000WC13,No,No
Voya SmallCap Opportunities Port S,FOUSA05IX8,No,No
Voya SmallCap Opportunities Port I,FOUSA06BMQ,No,No
Voya SmallCap Opportunities Port A,FOUSA08MNJ,No,No
Voya SmallCap Opportunities Port S2,FOUSA08PS7,No,No
CRM All Cap Value Inv,FOUSA05IXL,No,No
CRM All Cap Value Inst,FOUSA05IXM,No,No
JHancock Multimanager 2010 Lifetime R6,F00000MTC2,No,No
JHancock Multimanager 2010 Lifetime R2,F00000NUFL,No,No
JHancock Multimanager 2010 Lifetime I,F00000V9PY,No,No
JHancock Multimanager 2010 Lifetime A,FOUSA05IXY,No,No
JHancock Multimanager 2010 Lifetime R4,FOUSA05IY6,No,No
JHancock Multimanager 2010 Lifetime R5,FOUSA05IY7,No,No
JHancock Multimanager 2010 Lifetime 1,FOUSA05IY8,No,No
JHancock Multimanager 2015 Lifetime R6,F00000MTC3,No,No
JHancock Multimanager 2015 Lifetime R2,F00000NUFK,No,No
JHancock Multimanager 2015 Lifetime I,F00000V9Q0,No,No
JHancock Multimanager 2015 Lifetime A,FOUSA05IY9,No,No
JHancock Multimanager 2015 Lifetime R4,FOUSA05IYH,No,No
JHancock Multimanager 2015 Lifetime R5,FOUSA05IYI,No,No
JHancock Multimanager 2015 Lifetime 1,FOUSA05IYJ,No,No
JHancock Multimanager 2020 Lifetime R6,F00000MTC4,No,No
JHancock Multimanager 2020 Lifetime R2,F00000NUFJ,No,No
JHancock Multimanager 2020 Lifetime I,F00000V9Q2,No,No
JHancock Multimanager 2020 Lifetime A,FOUSA05IYK,No,No
JHancock Multimanager 2020 Lifetime R4,FOUSA05IYS,No,No
JHancock Multimanager 2020 Lifetime R5,FOUSA05IYT,No,No
JHancock Multimanager 2020 Lifetime 1,FOUSA05IYU,No,No
JHancock Multimanager 2025 Lifetime R6,F00000MTC5,No,No
JHancock Multimanager 2025 Lifetime R2,F00000NUFI,No,No
JHancock Multimanager 2025 Lifetime I,F00000V9Q4,No,No
JHancock Multimanager 2025 Lifetime A,FOUSA05IYV,No,No
JHancock Multimanager 2025 Lifetime R4,FOUSA05IZ3,No,No
JHancock Multimanager 2025 Lifetime 1,FOUSA05IZ4,No,No
JHancock Multimanager 2025 Lifetime R5,FOUSA05IZ5,No,No
JHancock Multimanager 2030 Lifetime R6,F00000MTC6,No,No
JHancock Multimanager 2030 Lifetime R2,F00000NUFH,No,No
JHancock Multimanager 2030 Lifetime I,F00000V9Q7,No,No
JHancock Multimanager 2030 Lifetime A,FOUSA05IZ6,No,No
JHancock Multimanager 2030 Lifetime R4,FOUSA05IZE,No,No
JHancock Multimanager 2030 Lifetime R5,FOUSA05IZF,No,No
JHancock Multimanager 2030 Lifetime 1,FOUSA05IZG,No,No
JHancock Multimanager 2035 Lifetime R6,F00000MTC7,No,No
JHancock Multimanager 2035 Lifetime R2,F00000NUFG,No,No
JHancock Multimanager 2035 Lifetime I,F00000V9Q8,No,No
JHancock Multimanager 2035 Lifetime A,FOUSA05IZH,No,No
JHancock Multimanager 2035 Lifetime R5,FOUSA05IZP,No,No
JHancock Multimanager 2035 Lifetime R4,FOUSA05IZQ,No,No
JHancock Multimanager 2035 Lifetime 1,FOUSA05IZR,No,No
JHancock Multimanager 2040 Lifetime R6,F00000MTC8,No,No
JHancock Multimanager 2040 Lifetime R2,F00000NUFF,No,No
JHancock Multimanager 2040 Lifetime I,F00000V9QA,No,No
JHancock Multimanager 2040 Lifetime A,FOUSA05IZS,No,No
JHancock Multimanager 2040 Lifetime R4,FOUSA05J00,No,No
JHancock Multimanager 2040 Lifetime R5,FOUSA05J01,No,No
JHancock Multimanager 2040 Lifetime 1,FOUSA05J02,No,No
JHancock Multimanager 2045 Lifetime R6,F00000MTC9,No,No
JHancock Multimanager 2045 Lifetime R2,F00000NUF3,No,No
JHancock Multimanager 2045 Lifetime I,F00000V9QB,No,No
JHancock Multimanager 2045 Lifetime A,FOUSA05J03,No,No
JHancock Multimanager 2045 Lifetime R4,FOUSA05J0G,No,No
JHancock Multimanager 2045 Lifetime R5,FOUSA05J0H,No,No
JHancock Multimanager 2045 Lifetime 1,FOUSA05J0I,No,No
